id,text,label
77,426 تومن خرج کنسرت شد,entertainment
78,279 تومن مترو شارژ کردم,transport
79,3780 تومن شهربازی رفتیم,entertainment
80,1666 تومن خرج پارک شد,entertainment
81,کرایه تاکسی 2615 تومن شد,transport
82,1689 تومن کمک خیریه کردم,other
83,درمانگاه 1718 تومن شد,health
84,خرج لوازم تحریر 1698 تومن شد,shopping
85,غذای رستوران 4309 تومن شد,food
86,1816 تومن خرج سفر شد,other
87,1233 تومن برای کفش دادم,shopping
88,بلیط تئاتر 4053 تومن شد,entertainment
89,خرج تفریح 1214 تومن شد,entertainment
90,2655 تومن خرج پارک شد,entertainment
91,1902 تومن تاکسی اینترنتی گرفتم,transport
92,1126 تومن برای اسنپ دادم,transport
93,شارژ ساختمان 3576 تومن شد,housing
94,1630 تومن برای خرید پوشاک دادم,shopping
95,3752 تومن خرج کنسرت شد,entertainment
96,4749 تومن هدیه خریدم,other
97,3615 تومن قبض آب شد,housing
98,744 تومن اسنپ گرفتم,transport
99,1889 تومن برای اسنپ دادم,transport
100,قبض گاز 4002 تومن شد,housing
101,1372 تومن برای اسنپ دادم,transport
102,1182 تومن مترو شارژ کردم,transport
103,2331 تومن کمک خیریه کردم,other
104,740 تومن شهربازی رفتیم,entertainment
105,غذای رستوران 1966 تومن شد,food
106,شارژ ساختمان 2054 تومن شد,housing
107,کتاب 1032 تومن شد,other
108,غذای رستوران 2050 تومن شد,food
109,برای غذا 1512 تومن خرج کردم,food
110,989 تومن از داروخانه خرید کردم,health
111,3013 تومن اسنپ گرفتم,transport
112,3507 تومن خرید اینترنتی کردم,shopping
113,2036 تومن برای سینما دادم,entertainment
114,شارژ ساختمان 689 تومن شد,housing
115,غذای رستوران 3638 تومن شد,food
116,خرج غذا 966 تومن شد,food
117,692 تومن برای بازی دادم,entertainment
118,3427 تومن برای غذا دادم,food
119,خرج تفریح 1576 تومن شد,entertainment
120,3902 تومن برای غذا دادم,food
121,3001 تومن برای خرید پوشاک دادم,shopping
122,3164 تومن اسنپ گرفتم,transport
123,برای غذا 4562 تومن خرج کردم,food
124,1167 تومن خرج سفر شد,other
125,لوازم خانگی 181 تومن شد,shopping
126,2220 تومن خرج کنسرت شد,entertainment
127,3666 تومن برای خرید پوشاک دادم,shopping
128,کتاب 1636 تومن شد,other
129,کیف 796 تومن شد,shopping
130,4604 تومن شهربازی رفتیم,entertainment
131,4335 تومن خرج سفر شد,other
132,خرج متفرقه 476 تومن شد,other
133,1289 تومن خرج سفر شد,other
134,1889 تومن هدیه خریدم,other
135,4947 تومن برای غذا دادم,food
136,4177 تومن از داروخانه خرید کردم,health
137,3386 تومن برای اسنپ دادم,transport
138,3445 تومن اشتراک خریدم,other
139,448 تومن برای غذا دادم,food
140,خرج متفرقه 4119 تومن شد,other
141,غذا 2222 تومن شد,food
142,2147 تومن اسنپ گرفتم,transport
143,3541 تومن تاکسی اینترنتی گرفتم,transport
144,درمانگاه 3635 تومن شد,health
145,شارژ ساختمان 1313 تومن شد,housing
146,4748 تومن برای بیمه دادم,other
147,4342 تومن برای سینما دادم,entertainment
148,دندانپزشک 2151 تومن شد,health
149,خرید دارو 3026 تومن شد,health
150,دارو 1161 تومن شد,health
151,در رستوران غذا 3924 تومن شد,food
152,1326 تومن تاکسی اینترنتی گرفتم,transport
153,خرج خانه 4478 تومن شد,housing
154,خرج لوازم تحریر 3513 تومن شد,shopping
155,2742 تومن برای کفش دادم,shopping
156,3652 تومن خرج غذا شد,food
157,قبض گاز 4365 تومن شد,housing
158,4021 تومن برای خرید پوشاک دادم,shopping
159,4387 تومن برای بازی دادم,entertainment
160,1963 تومن تاکسی اینترنتی گرفتم,transport
161,4978 تومن شهربازی رفتیم,entertainment
162,2172 تومن اسنپ گرفتم,transport
163,غذای رستوران 866 تومن شد,food
164,ویزیت پزشک 494 تومن شد,health
165,1483 تومن برای قبض برق دادم,housing
166,در رستوران غذا 3629 تومن شد,food
167,567 تومن برای خرید غذا دادم,food
168,4647 تومن غذا گرفتم,food
169,غذای رستوران 2528 تومن شد,food
170,3076 تومن آزمایش دادم,health
171,1152 تومن برای قبض برق دادم,housing
172,ویزیت پزشک 508 تومن شد,health
173,تاکسی 4683 تومن شد,transport
174,شارژ ساختمان 901 تومن شد,housing
175,161 تومن اسنپ گرفتم,transport
176,3218 تومن برای کفش دادم,shopping
177,987 تومن غذا گرفتم,food
178,2932 تومن اینترنت دادم,housing
179,تعمیرات خانه 4405 تومن شد,housing
180,کتاب 1900 تومن شد,other
181,1265 تومن خرج غذا شد,food
182,خرج غذا 4873 تومن شد,food
183,864 تومن اتوبوس شد,transport
184,2946 تومن برای قبض برق دادم,housing
185,درمانگاه 515 تومن شد,health
186,4318 تومن خرج پارک شد,entertainment
187,4071 تومن خرج غذا شد,food
188,لوازم خانگی 323 تومن شد,shopping
189,کتاب 3866 تومن شد,other
190,2768 تومن از داروخانه خرید کردم,health
191,اجاره 4643 تومن شد,housing
192,1518 تومن خرج کنسرت شد,entertainment
193,خرید دارو 4429 تومن شد,health
194,برای غذا 3292 تومن خرج کردم,food
195,3094 تومن اسنپ گرفتم,transport
196,4730 تومن قبض آب شد,housing
197,برای غذا 1220 تومن خرج کردم,food
198,778 تومن خرج سفر شد,other
199,2298 تومن اینترنت دادم,housing
200,قبض گاز 1244 تومن شد,housing
201,4730 تومن برای کفش دادم,shopping
202,تعمیرات خانه 3785 تومن شد,housing
203,کتاب 1622 تومن شد,other
204,تاکسی 1648 تومن شد,transport
205,شارژ ساختمان 1958 تومن شد,housing
206,بنزین 4554 تومن شد,transport
207,3616 تومن اینترنت دادم,housing
208,خرج غذا 707 تومن شد,food
209,66 تومن برای خرید پوشاک دادم,shopping
210,دندانپزشک 3402 تومن شد,health
211,بنزین 4177 تومن شد,transport
212,146 تومن قبض آب شد,housing
213,2372 تومن دکتر گرفتم,health
214,4445 تومن خرج غذا شد,food
215,کتاب 1857 تومن شد,other
216,4354 تومن خرج پارک شد,entertainment
217,261 تومن خرج غذا شد,food
218,بولینگ 3106 تومن شد,entertainment
219,3702 تومن هدیه خریدم,other
220,غذا 1471 تومن شد,food
221,خرج لوازم تحریر 150 تومن شد,shopping
222,215 تومن از داروخانه خرید کردم,health
223,تعمیرات خانه 1774 تومن شد,housing
224,3573 تومن برای خرید غذا دادم,food
225,ویزیت پزشک 4770 تومن شد,health
226,3172 تومن برای بازی دادم,entertainment
227,در رستوران غذا 1976 تومن شد,food
228,شارژ ساختمان 234 تومن شد,housing
229,4503 تومن اینترنت دادم,housing
230,3517 تومن خرج غذا شد,food
231,1210 تومن برای بازی دادم,entertainment
232,4214 تومن آزمایش دادم,health
233,خرج غذا 711 تومن شد,food
234,3852 تومن خرج سفر شد,other
235,2163 تومن اینترنت دادم,housing
236,شارژ ساختمان 626 تومن شد,housing
237,شارژ ساختمان 605 تومن شد,housing
238,4687 تومن خرج پارک شد,entertainment
239,بنزین 742 تومن شد,transport
240,لوازم خانگی 2603 تومن شد,shopping
241,764 تومن مترو شارژ کردم,transport
242,دارو 1866 تومن شد,health
243,2114 تومن آزمایش دادم,health
244,خرج خانه 2399 تومن شد,housing
245,3064 تومن اشتراک خریدم,other
246,4080 تومن مترو شارژ کردم,transport
247,خرج تفریح 1011 تومن شد,entertainment
248,1577 تومن قبض آب شد,housing
249,3647 تومن خرج غذا شد,food
250,1621 تومن برای خرید سوپر دادم,shopping
251,1457 تومن برای خرید غذا دادم,food
252,دندانپزشک 3094 تومن شد,health
253,خرج خانه 3974 تومن شد,housing
254,4651 تومن خرج غذا شد,food
255,2160 تومن تاکسی اینترنتی گرفتم,transport
256,خرج لوازم تحریر 1907 تومن شد,shopping
257,کتاب 648 تومن شد,other
258,4834 تومن شهربازی رفتیم,entertainment
259,دندانپزشک 758 تومن شد,health
260,2193 تومن از داروخانه خرید کردم,health
261,شارژ موبایل 3686 تومن شد,other
262,غذا 3611 تومن شد,food
263,کتاب 1142 تومن شد,other
264,2022 تومن برای خرید غذا دادم,food
265,4478 تومن هدیه خریدم,other
266,4237 تومن برای خرید غذا دادم,food
267,خرید دارو 3187 تومن شد,health
268,3240 تومن برای غذا دادم,food
269,قبض گاز 854 تومن شد,housing
270,2913 تومن برای غذا دادم,food
271,907 تومن دکتر گرفتم,health
272,برای غذا 991 تومن خرج کردم,food
273,1781 تومن برای خرید سوپر دادم,shopping
274,لوازم خانگی 1528 تومن شد,shopping
275,945 تومن اتوبوس شد,transport
276,برای غذا 3832 تومن خرج کردم,food
277,4914 تومن برای خرید غذا دادم,food
278,بولینگ 1160 تومن شد,entertainment
279,دارو 3789 تومن شد,health
280,3605 تومن اسنپ گرفتم,transport
281,ویزیت پزشک 4111 تومن شد,health
282,اجاره 2123 تومن شد,housing
283,قبض گاز 1899 تومن شد,housing
284,تاکسی 1530 تومن شد,transport
285,2857 تومن مترو شارژ کردم,transport
286,879 تومن قبض آب شد,housing
287,خرید دارو 4502 تومن شد,health
288,1152 تومن هدیه خریدم,other
289,1018 تومن خرج پارک شد,entertainment
290,781 تومن خرج کنسرت شد,entertainment
291,غذا 4255 تومن شد,food
292,3912 تومن برای خرید سوپر دادم,shopping
293,2719 تومن برای قبض برق دادم,housing
294,اجاره 2546 تومن شد,housing
295,3029 تومن خرید اینترنتی کردم,shopping
296,کیف 262 تومن شد,shopping
297,3774 تومن برای خرید سوپر دادم,shopping
298,4411 تومن برای خرید پوشاک دادم,shopping
299,4238 تومن شهربازی رفتیم,entertainment
300,قبض گاز 1118 تومن شد,housing
301,463 تومن برای قبض برق دادم,housing
302,2689 تومن آزمایش دادم,health
303,کیف 3758 تومن شد,shopping
304,4761 تومن مترو شارژ کردم,transport
305,در رستوران غذا 396 تومن شد,food
306,3518 تومن دکتر گرفتم,health
307,541 تومن اسنپ گرفتم,transport
308,4297 تومن مترو شارژ کردم,transport
309,2381 تومن اینترنت دادم,housing
310,کتاب 935 تومن شد,other
311,تعمیرات خانه 2573 تومن شد,housing
312,1685 تومن دکتر گرفتم,health
313,کتاب 289 تومن شد,other
314,3105 تومن خرج سفر شد,other
315,126 تومن لباس خریدم,shopping
316,خرج خانه 4249 تومن شد,housing
317,1955 تومن اسنپ گرفتم,transport
318,قبض گاز 1522 تومن شد,housing
319,اجاره 3909 تومن شد,housing
320,کرایه تاکسی 4712 تومن شد,transport
321,2204 تومن برای قبض برق دادم,housing
322,ویزیت پزشک 1887 تومن شد,health
323,بلیط تئاتر 92 تومن شد,entertainment
324,کتاب 3027 تومن شد,other
325,غذا 3920 تومن شد,food
326,2476 تومن غذا گرفتم,food
327,درمانگاه 971 تومن شد,health
328,در رستوران غذا 2285 تومن شد,food
329,در رستوران غذا 4766 تومن شد,food
330,در رستوران غذا 1944 تومن شد,food
331,4569 تومن دکتر گرفتم,health
332,1207 تومن برای بیمه دادم,other
333,4425 تومن غذا گرفتم,food
334,غذا 4591 تومن شد,food
335,در رستوران غذا 3316 تومن شد,food
336,116 تومن خرج غذا شد,food
337,776 تومن از داروخانه خرید کردم,health
338,شارژ ساختمان 1694 تومن شد,housing
339,4779 تومن خرج کنسرت شد,entertainment
340,بنزین 4559 تومن شد,transport
341,518 تومن اتوبوس شد,transport
342,3839 تومن غذا گرفتم,food
343,726 تومن برای اسنپ دادم,transport
344,4610 تومن برای غذا دادم,food
345,خرج تفریح 92 تومن شد,entertainment
346,4787 تومن خرج کنسرت شد,entertainment
347,شارژ ساختمان 4156 تومن شد,housing
348,درمانگاه 4280 تومن شد,health
349,2413 تومن اسنپ گرفتم,transport
350,لوازم خانگی 2286 تومن شد,shopping
351,3459 تومن غذا گرفتم,food
352,1440 تومن خرج غذا شد,food
353,542 تومن کمک خیریه کردم,other
354,2572 تومن اینترنت دادم,housing
355,3540 تومن برای خرید پوشاک دادم,shopping
356,3370 تومن اسنپ گرفتم,transport
357,772 تومن دکتر گرفتم,health
358,1267 تومن برای کفش دادم,shopping
359,1584 تومن خرج غذا شد,food
360,غذا 3212 تومن شد,food
361,درمانگاه 2257 تومن شد,health
362,1642 تومن خرج سفر شد,other
363,در رستوران غذا 2946 تومن شد,food
364,61 تومن اتوبوس شد,transport
365,اجاره 284 تومن شد,housing
366,4462 تومن برای خرید غذا دادم,food
367,304 تومن غذا گرفتم,food
368,شارژ ساختمان 206 تومن شد,housing
369,1195 تومن تاکسی اینترنتی گرفتم,transport
370,1817 تومن تاکسی اینترنتی گرفتم,transport
371,3608 تومن تاکسی اینترنتی گرفتم,transport
372,در رستوران غذا 2605 تومن شد,food
373,خرج خانه 1470 تومن شد,housing
374,اجاره 858 تومن شد,housing
375,1664 تومن خرج پارک شد,entertainment
376,دندانپزشک 1449 تومن شد,health
377,خرج لوازم تحریر 934 تومن شد,shopping
378,اجاره 2676 تومن شد,housing
379,خرج خانه 2929 تومن شد,housing
380,تعمیرات خانه 3006 تومن شد,housing
381,بنزین 2944 تومن شد,transport
382,2640 تومن کمک خیریه کردم,other
383,4800 تومن برای خرید سوپر دادم,shopping
384,درمانگاه 4607 تومن شد,health
385,4377 تومن برای سینما دادم,entertainment
386,3577 تومن اینترنت دادم,housing
387,2365 تومن دکتر گرفتم,health
388,477 تومن برای خرید غذا دادم,food
389,1747 تومن غذا گرفتم,food
390,اجاره 4134 تومن شد,housing
391,4049 تومن غذا گرفتم,food
392,بولینگ 4706 تومن شد,entertainment
393,خرج لوازم تحریر 2363 تومن شد,shopping
394,3815 تومن برای بازی دادم,entertainment
395,قبض گاز 2283 تومن شد,housing
396,شارژ موبایل 2486 تومن شد,other
397,2320 تومن هدیه خریدم,other
398,بلیط تئاتر 4901 تومن شد,entertainment
399,2634 تومن خرج سفر شد,other
400,تاکسی 3800 تومن شد,transport
401,2952 تومن هدیه خریدم,other
402,2384 تومن برای خرید غذا دادم,food
403,درمانگاه 4390 تومن شد,health
404,خرج تفریح 2664 تومن شد,entertainment
405,971 تومن اشتراک خریدم,other
406,شارژ موبایل 1714 تومن شد,other
407,3683 تومن خرج غذا شد,food
408,1426 تومن تاکسی اینترنتی گرفتم,transport
409,3947 تومن برای بیمه دادم,other
410,3195 تومن تاکسی اینترنتی گرفتم,transport
411,خرج غذا 1775 تومن شد,food
412,قبض گاز 1378 تومن شد,housing
413,غذا 1005 تومن شد,food
414,1220 تومن برای کفش دادم,shopping
415,3774 تومن برای قبض برق دادم,housing
416,غذا 2778 تومن شد,food
417,3353 تومن آزمایش دادم,health
418,خرج لوازم تحریر 856 تومن شد,shopping
419,3000 تومن برای قبض برق دادم,housing
420,کتاب 3358 تومن شد,other
421,2522 تومن کمک خیریه کردم,other
422,خرج غذا 1069 تومن شد,food
423,917 تومن خرید اینترنتی کردم,shopping
424,بولینگ 61 تومن شد,entertainment
425,برای غذا 3292 تومن خرج کردم,food
426,خرید دارو 1824 تومن شد,health
427,قبض گاز 3047 تومن شد,housing
428,483 تومن کمک خیریه کردم,other
429,4097 تومن برای غذا دادم,food
430,در رستوران غذا 789 تومن شد,food
431,غذای رستوران 3926 تومن شد,food
432,تعمیرات خانه 1869 تومن شد,housing
433,997 تومن تاکسی اینترنتی گرفتم,transport
434,110 تومن از داروخانه خرید کردم,health
435,بلیط تئاتر 4610 تومن شد,entertainment
436,لوازم خانگی 1022 تومن شد,shopping
437,درمانگاه 4089 تومن شد,health
438,خرج غذا 3589 تومن شد,food
439,دندانپزشک 2356 تومن شد,health
440,2669 تومن دکتر گرفتم,health
441,2162 تومن دکتر گرفتم,health
442,3371 تومن اسنپ گرفتم,transport
443,خرج تفریح 1249 تومن شد,entertainment
444,4961 تومن آزمایش دادم,health
445,3595 تومن آزمایش دادم,health
446,2096 تومن برای اسنپ دادم,transport
447,در رستوران غذا 3340 تومن شد,food
448,363 تومن خرج غذا شد,food
449,دندانپزشک 3332 تومن شد,health
450,خرج تفریح 738 تومن شد,entertainment
451,قبض گاز 3573 تومن شد,housing
452,359 تومن آزمایش دادم,health
453,خرج غذا 426 تومن شد,food
454,خرج غذا 3107 تومن شد,food
455,برای غذا 464 تومن خرج کردم,food
456,3798 تومن قبض آب شد,housing
457,1479 تومن هدیه خریدم,other
458,تعمیرات خانه 3726 تومن شد,housing
459,596 تومن لباس خریدم,shopping
460,2784 تومن لباس خریدم,shopping
461,203 تومن برای خرید غذا دادم,food
462,تاکسی 2341 تومن شد,transport
463,1692 تومن قبض آب شد,housing
464,دارو 2046 تومن شد,health
465,2222 تومن برای خرید غذا دادم,food
466,1730 تومن برای خرید پوشاک دادم,shopping
467,لوازم خانگی 66 تومن شد,shopping
468,4016 تومن خرج کنسرت شد,entertainment
469,غذا 1313 تومن شد,food
470,4857 تومن از داروخانه خرید کردم,health
471,4624 تومن برای خرید سوپر دادم,shopping
472,شارژ ساختمان 3679 تومن شد,housing
473,765 تومن برای بیمه دادم,other
474,2417 تومن شهربازی رفتیم,entertainment
475,3403 تومن برای خرید پوشاک دادم,shopping
476,647 تومن از داروخانه خرید کردم,health
477,2080 تومن غذا گرفتم,food
478,4287 تومن خرید اینترنتی کردم,shopping
479,کیف 1501 تومن شد,shopping
480,خرید دارو 244 تومن شد,health
481,درمانگاه 2641 تومن شد,health
482,2805 تومن برای غذا دادم,food
483,3943 تومن برای قبض برق دادم,housing
484,دارو 1535 تومن شد,health
485,غذا 1878 تومن شد,food
486,2488 تومن خرید اینترنتی کردم,shopping
487,لوازم خانگی 97 تومن شد,shopping
488,برای غذا 4384 تومن خرج کردم,food
489,1492 تومن شهربازی رفتیم,entertainment
490,2727 تومن قبض آب شد,housing
491,1712 تومن برای خرید پوشاک دادم,shopping
492,در رستوران غذا 935 تومن شد,food
493,1573 تومن برای قبض برق دادم,housing
494,4103 تومن برای خرید پوشاک دادم,shopping
495,غذای رستوران 1955 تومن شد,food
496,3616 تومن آزمایش دادم,health
497,4042 تومن اسنپ گرفتم,transport
498,1657 تومن برای بازی دادم,entertainment
499,1992 تومن برای بیمه دادم,other
500,لوازم خانگی 2058 تومن شد,shopping
501,خرید دارو 3464 تومن شد,health
502,3400 تومن خرید اینترنتی کردم,shopping
503,تعمیرات خانه 4367 تومن شد,housing
504,4114 تومن برای خرید غذا دادم,food
505,1822 تومن برای خرید غذا دادم,food
506,4634 تومن برای قبض برق دادم,housing
507,1375 تومن خرج سفر شد,other
508,خرید دارو 880 تومن شد,health
509,در رستوران غذا 1230 تومن شد,food
510,اجاره 3183 تومن شد,housing
511,ویزیت پزشک 2188 تومن شد,health
512,3583 تومن خرج غذا شد,food
513,4204 تومن برای خرید سوپر دادم,shopping
514,2755 تومن برای اسنپ دادم,transport
515,غذا 1543 تومن شد,food
516,2869 تومن اسنپ گرفتم,transport
517,ویزیت پزشک 4889 تومن شد,health
518,تاکسی 2965 تومن شد,transport
519,1705 تومن برای قبض برق دادم,housing
520,قبض گاز 902 تومن شد,housing
521,1982 تومن برای بیمه دادم,other
522,2384 تومن برای کفش دادم,shopping
523,3432 تومن قبض آب شد,housing
524,در رستوران غذا 2202 تومن شد,food
525,1327 تومن دکتر گرفتم,health
526,1681 تومن لباس خریدم,shopping
527,خرج متفرقه 4306 تومن شد,other
528,خرج لوازم تحریر 3267 تومن شد,shopping
529,غذا 4861 تومن شد,food
530,ویزیت پزشک 1097 تومن شد,health
531,3508 تومن خرج غذا شد,food
532,2829 تومن هدیه خریدم,other
533,در رستوران غذا 993 تومن شد,food
534,درمانگاه 3852 تومن شد,health
535,2519 تومن تاکسی اینترنتی گرفتم,transport
536,3115 تومن خرید اینترنتی کردم,shopping
537,1187 تومن غذا گرفتم,food
538,کرایه تاکسی 1133 تومن شد,transport
539,غذا 3578 تومن شد,food
540,1365 تومن کمک خیریه کردم,other
541,1516 تومن تاکسی اینترنتی گرفتم,transport
542,اجاره 3073 تومن شد,housing
543,2101 تومن لباس خریدم,shopping
544,1935 تومن برای خرید سوپر دادم,shopping
545,کرایه تاکسی 1575 تومن شد,transport
546,3062 تومن کمک خیریه کردم,other
547,کتاب 4043 تومن شد,other
548,درمانگاه 3135 تومن شد,health
549,780 تومن برای خرید سوپر دادم,shopping
550,3508 تومن قبض آب شد,housing
551,خرج تفریح 236 تومن شد,entertainment
552,لوازم خانگی 876 تومن شد,shopping
553,2848 تومن لباس خریدم,shopping
554,4527 تومن اتوبوس شد,transport
555,1126 تومن خرج غذا شد,food
556,3023 تومن خرج سفر شد,other
557,ویزیت پزشک 3708 تومن شد,health
558,1589 تومن اسنپ گرفتم,transport
559,خرج خانه 3025 تومن شد,housing
560,1271 تومن دکتر گرفتم,health
561,4452 تومن برای اسنپ دادم,transport
562,3517 تومن کمک خیریه کردم,other
563,1695 تومن آزمایش دادم,health
564,1554 تومن برای اسنپ دادم,transport
565,2207 تومن اینترنت دادم,housing
566,بولینگ 815 تومن شد,entertainment
567,خرج غذا 1519 تومن شد,food
568,778 تومن اتوبوس شد,transport
569,3154 تومن اسنپ گرفتم,transport
570,2755 تومن خرج پارک شد,entertainment
571,2989 تومن برای سینما دادم,entertainment
572,219 تومن هدیه خریدم,other
573,1451 تومن مترو شارژ کردم,transport
574,3858 تومن برای قبض برق دادم,housing
575,3026 تومن برای بیمه دادم,other
576,170 تومن خرج غذا شد,food
577,4002 تومن برای خرید غذا دادم,food
578,1330 تومن برای خرید پوشاک دادم,shopping
579,شارژ ساختمان 2304 تومن شد,housing
580,3288 تومن اتوبوس شد,transport
581,2530 تومن شهربازی رفتیم,entertainment
582,غذا 1023 تومن شد,food
583,521 تومن اتوبوس شد,transport
584,4589 تومن تاکسی اینترنتی گرفتم,transport
585,2040 تومن برای خرید غذا دادم,food
586,4722 تومن هدیه خریدم,other
587,4490 تومن برای سینما دادم,entertainment
588,3840 تومن خرید اینترنتی کردم,shopping
589,بولینگ 2440 تومن شد,entertainment
590,خرج تفریح 2750 تومن شد,entertainment
591,تاکسی 3523 تومن شد,transport
592,3494 تومن از داروخانه خرید کردم,health
593,2864 تومن خرج کنسرت شد,entertainment
594,تاکسی 632 تومن شد,transport
595,بلیط تئاتر 3613 تومن شد,entertainment
596,967 تومن اشتراک خریدم,other
597,3975 تومن اسنپ گرفتم,transport
598,426 تومن دکتر گرفتم,health
599,درمانگاه 899 تومن شد,health
600,بولینگ 947 تومن شد,entertainment
601,قبض گاز 4786 تومن شد,housing
602,برای غذا 1527 تومن خرج کردم,food
603,خرید دارو 4656 تومن شد,health
604,درمانگاه 2637 تومن شد,health
605,93 تومن خرج غذا شد,food
606,305 تومن قبض آب شد,housing
607,3226 تومن خرج کنسرت شد,entertainment
608,2255 تومن برای اسنپ دادم,transport
609,شارژ ساختمان 4351 تومن شد,housing
610,قبض گاز 4996 تومن شد,housing
611,1952 تومن برای خرید غذا دادم,food
612,3867 تومن برای بازی دادم,entertainment
613,شارژ ساختمان 3418 تومن شد,housing
614,2133 تومن مترو شارژ کردم,transport
615,تاکسی 570 تومن شد,transport
616,2310 تومن غذا گرفتم,food
617,دارو 4999 تومن شد,health
618,1259 تومن غذا گرفتم,food
619,1306 تومن برای خرید غذا دادم,food
620,بولینگ 4136 تومن شد,entertainment
621,قبض گاز 3864 تومن شد,housing
622,در رستوران غذا 762 تومن شد,food
623,3633 تومن خرج غذا شد,food
624,1999 تومن از داروخانه خرید کردم,health
625,اجاره 2869 تومن شد,housing
626,کرایه تاکسی 3206 تومن شد,transport
627,1399 تومن کمک خیریه کردم,other
628,3332 تومن برای خرید غذا دادم,food
629,620 تومن برای قبض برق دادم,housing
630,1405 تومن برای سینما دادم,entertainment
631,کتاب 1983 تومن شد,other
632,ویزیت پزشک 1593 تومن شد,health
633,4044 تومن آزمایش دادم,health
634,ویزیت پزشک 3415 تومن شد,health
635,غذا 3453 تومن شد,food
636,بولینگ 1834 تومن شد,entertainment
637,ویزیت پزشک 2469 تومن شد,health
638,489 تومن خرج کنسرت شد,entertainment
639,4400 تومن شهربازی رفتیم,entertainment
640,کرایه تاکسی 2437 تومن شد,transport
641,لوازم خانگی 789 تومن شد,shopping
642,4627 تومن خرج پارک شد,entertainment
643,بنزین 992 تومن شد,transport
644,خرج لوازم تحریر 3905 تومن شد,shopping
645,1362 تومن خرج سفر شد,other
646,قبض گاز 4677 تومن شد,housing
647,260 تومن برای اسنپ دادم,transport
648,4075 تومن برای قبض برق دادم,housing
649,1650 تومن شهربازی رفتیم,entertainment
650,4087 تومن لباس خریدم,shopping
651,خرج متفرقه 85 تومن شد,other
652,4914 تومن شهربازی رفتیم,entertainment
653,225 تومن کمک خیریه کردم,other
654,697 تومن مترو شارژ کردم,transport
655,تاکسی 1447 تومن شد,transport
656,بولینگ 1174 تومن شد,entertainment
657,3472 تومن هدیه خریدم,other
658,790 تومن برای قبض برق دادم,housing
