id,text,label
31,با گرفتم براش دیروز تومن دیروز رفتم حدود خرج خیلی که امروز خیلی کیف یه 120 دادم خرج و خرج,shopping
32,وقتی براش دادم پاپکورن رفتم خیلی حدود تومن وقتی حدود کم 200 امروز داشتیم و دیروز گرفتم تقریبا کردم یه,entertainment
33,و دادم گرفتم رفتم دادم دادم براش حدود تومن کنم خونه خریدم راستش امروز تقریبا خریدم بعد برای رفتم 900,shopping
34,500 خریدم حدود رفتم براش و اتوبوس تومن خیلی خرج برای راستش دادم کنم گرفتم داشتیم که کم امروز بعدش,transport
35,و 700 داشتیم برای تومن امروز سفر دیروز حدود رفتم براش دادم شد امروز گرفتم داشتیم حدود کردم داشت بعدش,transport
36,700 خرج گرفتم وقتی براش دادم داشتیم خیلی فکر داشتیم و امروز بعد کردم تومن خونه رفتم حدود امروز گرفتم,housing
37,خرج امروز داشتیم برای براش دادم کردم یه رفتم داشت کیک تومن 2000 گرفتم و دادم دادم دیروز شد حدود,food
38,حدود یه براش رفتم با دادم و هم تومن امروز خرج وقتی داروخونه حدود تقریبا 120 اونجا وقتی گرفتم اونجا,health
39,اونجا تومن حدود خیلی امروز دادم 400 خیلی براش گرفتم برای دکتر رفتم کنم دادم با امروز خیلی بعدش و,health
40,و گرفتم پیتزا راستش دادم کردم تقریبا 120 براش با هم بعدش رفتم تومن امروز رفتم امروز حدود خیلی کردم,food
41,دادم کرایه تومن براش گرفتم حدود و رفتم دادم که امروز بعد 350 رفتم گرفتم کم دادم بعدش هم که,transport
42,حدود دادم 250 اونجا ناهار تومن امروز تقریبا رفتم راستش که حدود امروز امروز خرج رفتم راستش و گرفتم براش,food
43,دیروز با حدود امروز گرفتم و تومن براش کم 1500 رفتم گرفتم دادم دادم کردم رفتم برگر تقریبا فکر با,food
44,برای داشتیم 120 کم رفتم وقتی دادم شد تومن براش با امروز کنم شام دادم که حدود و راستش گرفتم,food
45,کنم کیف تومن تقریبا گرفتم امروز 120 دیروز تقریبا حدود گرفتم فکر خریدم و دادم براش رفتم داشت کم برای,shopping
46,فیلم تومن راستش رفتم تقریبا و امروز که 150 که براش حدود بعدش یه حدود یه گرفتم هم دادم تقریبا,entertainment
47,دیروز 70 سینما امروز دیروز حدود خریدم بعد و راستش گرفتم تومن فکر بعد براش تقریبا دادم رفتم راستش فکر,entertainment
48,دیروز نسخه تقریبا 1500 حدود رفتم براش و کردم با امروز حدود تومن گرفتم دادم کم گرفتم شد شد رفتم,health
49,با قرص دادم 250 کنم تقریبا با رفتم خیلی گرفتم حدود تومن اونجا کنم کنم امروز و براش دیروز بعد,health
50,و کنم گرفتم خرج اونجا فکر حدود یه کیف براش دادم برای اونجا دادم برای رفتم که 70 امروز تومن,shopping
51,حدود داشت یه دادم با هم اونجا رفتم کردم امروز خرج 1200 گرفتم لباس براش گرفتم شد و تومن فکر,shopping
52,وقتی حدود خریدم دادم داشت امروز که دادم دوستا تومن تقریبا و دادم هم براش گرفتم 2000 رفتم کم تقریبا,entertainment
53,داشت 150 براش و کرایه دادم کنم رفتم اونجا شد کردم گرفتم وقتی حدود امروز گرفتم دیروز تومن برای گرفتم,transport
54,دادم خریدم دادم حدود کیف امروز یه کردم اونجا براش تومن دادم گرفتم تقریبا بعدش فکر رفتم فکر و 70,shopping
55,با فکر رفتم کنم گرفتم امروز امروز 50 تومن راستش و براش دادم خریدم شد راستش اجاره کنم رفتم حدود,housing
56,200 کولر راستش تقریبا حدود امروز که براش که گرفتم تقریبا و شد خرج بعد دادم تومن رفتم که کنم,housing
57,با دادم کیک شد حدود امروز شد 350 رفتم براش وقتی و کم یه گرفتم تومن وقتی امروز که خریدم,food
58,برای با داشت و وقتی گرفتم با حدود 250 شد امروز تومن کرایه داشتیم رفتم براش داشت دادم وقتی داشت,transport
59,350 تومن کم وقتی و برای ساندویچ دادم براش رفتم امروز بعد گرفتم اونجا بعدش تقریبا حدود داشتیم برای رفتم,food
60,امروز اونجا تفریح اونجا حدود کردم گرفتم کردم وقتی براش رفتم دادم دادم تومن تقریبا گرفتم راستش 1500 کردم و,entertainment
61,براش خرج قبض دادم تقریبا داشتیم کنم امروز گرفتم حدود 700 و تومن خرج رفتم خیلی شد کم امروز خرج,housing
62,بعد دادم امروز حدود 400 که گرفتم براش کنم خریدم کردم رفتم بعد یه لباس تومن یه و با بعدش,shopping
63,تومن بعد خونه تقریبا و شد دادم حدود هم داشت برای امروز دادم براش گرفتم وقتی رفتم 350 کم اونجا,shopping
64,و 1500 حدود وقتی براش کم با با رفتم گرفتم امروز راستش هم خرج تومن امروز دادم دکتر داشت کم,health
65,کنم فکر خریدم 900 خرج نسخه حدود گرفتم براش بعد تومن امروز رفتم بعد تقریبا تقریبا و خیلی دادم کنم,health
66,امروز تومن حدود براش 150 خونه دیروز اونجا حدود گرفتم تقریبا خرج دادم رفتم گرفتم و دیروز بعدش راستش دادم,housing
67,امروز داشت راستش هم گرفتم تومن حدود دادم تقریبا بعد براش 250 کم گردش شد بعد رفتم تقریبا و حدود,entertainment
68,وقتی کردم تومن یه و کم رفتم دادم 500 گرفتم امروز راستش هم حدود براش داروخونه تقریبا رفتم دادم خرج,health
69,برای کم تقریبا دادم دادم گرفتم 350 تقریبا کم حدود براش گرفتم کردم و رفتم اونجا خیلی امروز ساندویچ تومن,food
70,تقریبا حدود دادم گرفتم اونجا بعدش بعدش یه برای براش دادم پیتزا دادم و راستش رفتم امروز تومن شد 900,food
71,خریدم 2000 گرفتم ناهار رفتم دادم و که بعد شد تقریبا خریدم بعدش براش تومن کم حدود یه شد امروز,food
72,350 دادم دادم رفتم کنم امروز با براش گردش با امروز حدود دیروز وقتی تومن و کم خریدم راستش گرفتم,entertainment
73,براش گرفتم رفتم راستش دیروز امروز دیروز رفتم گرفتم تومن امروز امروز دادم 200 حدود شد و خرج آب خریدم,housing
74,400 تومن بعد رفتم تاکسی یه حدود براش گرفتم دادم رفتم و حدود تقریبا با کردم گرفتم امروز دادم کنم,transport
75,برای دادم شد تقریبا هم گرفتم رفتم میوه کردم و خریدم با براش 1200 تومن خیلی حدود امروز خیلی بعدش,shopping
76,با امروز کم و گرفتم حدود تومن تقریبا راستش دادم وقتی مترو رفتم راستش خریدم شد هم کنم 350 براش,transport
77,یه خونه امروز براش تومن گرفتم خیلی وقتی رفتم و بعدش دادم رفتم خیلی با 2000 کم بعد که حدود,housing
78,دادم گرفتم گرفتم رفتم راستش با خیلی براش کافه بعدش کردم امروز داشت حدود دادم تومن 70 دادم و برای,entertainment
79,700 وقتی تومن امروز گرفتم دادم وقتی سرم و حدود براش یه بعد دادم برای دیروز رفتم فکر گرفتم کردم,health
80,900 برگشت بعدش دادم تقریبا امروز گرفتم براش شد حدود برای تقریبا رفتم شد تومن و دادم دادم حدود هم,transport
81,تومن امروز پاپکورن دادم 120 و تقریبا حدود شد بعد بعد هم اونجا گرفتم برای وقتی براش رفتم خریدم امروز,entertainment
82,و داشتیم حدود 300 تقریبا حدود دادم خرج رفتم کردم یه گرفتم فکر براش شد تومن گردش گرفتم امروز راستش,entertainment
83,150 دادم گرفتم تومن امروز امروز دیروز داشت براش شد حدود رفتم رفتم خریدم نسخه دیروز گرفتم و امروز گرفتم,health
84,بعدش با که امروز هم دادم گرفتم 250 ترمینال رفتم که تومن داشت خریدم حدود کنم کردم خرج براش و,transport
85,حدود بعد خریدم گرفتم تقریبا داشتیم و براش بعدش تومن دادم رفتم آزمایش امروز خیلی امروز 400 راستش بعدش دیروز,health
86,شد خرج حدود هم امروز 50 خیلی هم رفتم تومن گردش براش گرفتم فکر وقتی دادم و با تقریبا یه,entertainment
87,داشت گرفتم حدود 700 براش شد و دادم امروز فکر برای بعدش برق یه بعدش رفتم دادم خرج دادم تومن,housing
88,دادم وقتی حدود براش هم امروز 400 خرج ویتامین دیروز گرفتم تومن هم شد و رفتم فکر خیلی که با,health
89,هم امروز تقریبا گرفتم خریدم داشتیم براش با بعدش و 200 وقتی وسایل دادم تومن شد رفتم گرفتم بعدش حدود,shopping
90,داشتیم تقریبا و راستش تقریبا سرم براش حدود دادم داشتیم تومن امروز خرج راستش با تقریبا هم گرفتم 120 رفتم,health
91,رفتم و حدود بیمارستان امروز خیلی دادم راستش با براش راستش با گرفتم شد اونجا با تقریبا هم 150 تومن,health
92,وقتی برای کردم کم کنم حدود براش گرفتم 2000 که بعدش امروز کم رفتم برای و وسایل کنم دادم تومن,shopping
93,گرفتم حدود داشتیم 500 بعدش تقریبا فکر براش رفتم که کم و فکر دادم تقریبا تقریبا برگر تومن کنم امروز,food
94,رفتم حدود 350 دادم خریدم خرج راستش گرفتم بعدش تومن امروز یه شد و براش خیلی کم خیلی دکتر شد,health
95,خرج کیف براش گرفتم گرفتم امروز وقتی خرج بعدش تقریبا امروز دادم دیروز حدود 1200 و شد رفتم شد تومن,shopping
96,امروز کردم وقتی فکر و براش وقتی تومن رفتم 1200 کنم تقریبا کنم دیروز حدود فیلم گرفتم دادم حدود امروز,entertainment
97,گرفتم یه و رفتم برای امروز حدود گرفتم گرفتم شد تومن بعدش دارو 400 گرفتم دادم خریدم بعد بعد براش,health
98,حدود خیلی و براش شد تومن 70 وقتی رفتم بعد وقتی خرج رفتم خرج دکتر امروز بعدش دادم بعد گرفتم,health
99,500 تومن حدود گرفتم براش تقریبا شد خریدم دکتر دادم حدود که تقریبا رفتم امروز کم و برای کردم رفتم,health
100,رفتم با حدود تقریبا براش گرفتم شد دیروز 900 خرید دادم شد امروز حدود داشتیم و تومن فکر فکر اونجا,shopping
101,هم وقتی کم دادم هم و تومن حدود رفتم 350 شد یه امروز تعمیر هم کردم کم خریدم براش گرفتم,housing
102,و کنم بعد که لباس فکر امروز دیروز وقتی حدود گرفتم خیلی براش دادم یه رفتم خریدم 350 تومن هم,shopping
103,امروز کردم براش داشتیم گرفتم 250 دادم و تومن خونه دادم برای بعد کم وقتی خیلی رفتم گرفتم حدود اونجا,housing
104,تقریبا گاز و گرفتم حدود که برای رفتم کم 400 رفتم تقریبا تومن کردم براش رفتم دادم خریدم امروز کنم,housing
105,تومن داشت کردم فکر حدود که براش دیروز قرص و رفتم فکر داشتیم وقتی امروز خریدم 500 دادم گرفتم خیلی,health
106,200 تقریبا حدود خریدم حدود گرفتم کفش اونجا رفتم با دیروز که راستش امروز براش و دادم تومن گرفتم تقریبا,shopping
107,شد 120 کنم وقتی رفتم گرفتم کم امروز داروخونه کم کردم دادم کردم امروز با براش تومن و برای حدود,health
108,کردم امروز گرفتم کولر تومن و خیلی امروز بعدش دادم تقریبا خیلی اونجا 900 امروز حدود براش امروز رفتم که,housing
109,دادم حدود گرفتم هم حدود تومن گرفتم فکر امروز داشتیم داشت کنسرت با و رفتم براش 1200 رفتم رفتم خریدم,entertainment
110,یه کنم براش برگر که یه داشت و داشتیم 70 امروز دادم رفتم گرفتم حدود بعد حدود کم خیلی تومن,food
111,امروز 200 خونه بعدش رفتم دادم تومن رفتم حدود وقتی دیروز براش و گرفتم بعدش دادم یه که شد تقریبا,housing
112,تومن و داشت 250 خریدم گرفتم برای امروز با فلافل کنم دیروز رفتم دادم کم خیلی حدود رفتم براش رفتم,food
113,حدود دادم پاپکورن براش بعدش کم خیلی حدود و خرج امروز تومن خریدم که رفتم گرفتم گرفتم گرفتم 150 خریدم,entertainment
114,دیروز بعد رفت یه وقتی کم 300 براش تومن امروز رفتم بعدش اونجا اونجا حدود دادم با یه گرفتم و,transport
115,250 راستش وقتی تومن دادم امروز شد اونجا حدود براش خریدم بعد گرفتم یه بعدش خریدم رفت رفتم خیلی و,transport
116,نسخه یه با وقتی یه گرفتم و رفتم برای گرفتم حدود که تومن بعدش رفتم دیروز 50 براش دادم امروز,health
117,شد تومن براش رفتم شد که تقریبا گرفتم 70 دادم با کم حدود داشت امروز درمان شد و حدود امروز,health
118,رفتم و تومن میوه اونجا حدود کردم گرفتم گرفتم یه حدود رفتم دادم وقتی براش امروز دیروز 500 شد کنم,shopping
119,هم دیروز یه و رفتم کردم تخفیف امروز بعدش گرفتم براش دادم دادم 150 تومن حدود کنم وقتی وقتی دیروز,shopping
120,امروز گرفتم براش و امروز حدود شد کردم دارو بعدش دادم خیلی بعدش فکر که تومن بعدش رفتم راستش 120,health
121,بعد دادم دادم 500 حدود و گرفتم تعمیر براش کردم رفتم که کم تومن شد امروز برای رفتم شد فکر,housing
122,داشتیم دیروز و براش که رفتم هم دادم امروز دادم کنم اسنپ اونجا شد گرفتم امروز داشتیم حدود 70 تومن,transport
123,گاز خریدم خیلی 120 تومن داشتیم دادم داشتیم حدود رفتم براش رفتم بعد دادم خرج دادم و راستش امروز گرفتم,housing
124,بعدش براش کردم 200 حدود اونجا کنم کردم و قرص کردم حدود امروز دادم با گرفتم تومن تقریبا رفتم تقریبا,health
125,رفتم یه داشت دادم تومن وقتی راستش 120 امروز یه براش بعد گرفتم هم خونه دادم که و برای حدود,shopping
126,رفتم شد وسایل دیروز دادم براش که گرفتم 500 امروز گرفتم و خیلی بعدش کنم تومن حدود داشتیم فکر امروز,shopping
127,تقریبا حدود براش دادم خیلی تومن گرفتم تقریبا حدود امروز و کردم بلیط امروز رفتم دادم 50 اونجا گرفتم راستش,entertainment
128,70 رفتم تقریبا امروز گرفتم بعدش تقریبا داشت حدود که تومن براش دادم کردم حدود تقریبا که و برگشت هم,transport
129,دادم فکر خریدم گرفتم بعدش حدود رفتم داشتیم براش امروز اسنپ خیلی خرج شد گرفتم و وقتی 70 امروز تومن,transport
130,که حدود تقریبا امروز گرفتم راستش رفتم و 300 گرفتم براش وقتی که تومن راستش رفتم خونه دادم وقتی دیروز,shopping
131,یه براش یه دیروز دیروز حدود با وقتی 300 کردم راستش امروز دادم رفتم اسنپ تومن داشت اونجا و گرفتم,transport
132,شد دادم خونه دادم راستش راستش تومن دادم برای رفتم گرفتم حدود داشت حدود امروز و خریدم 70 براش که,housing
133,خیلی بعدش رفتم و رفتم امروز تومن گرفتم کنم شد حدود قبض خریدم دادم رفتم براش بعد رفتم 700 تقریبا,housing
134,داشتیم یه اونجا براش اسنپ کنم رفتم 350 امروز و دادم تومن گرفتم خیلی حدود اونجا تقریبا خریدم داشت هم,transport
135,دادم خریدم خرج حدود فکر و براش با امروز رفتم شد امروز فکر 120 تومن خرج گرفتم کم سرم گرفتم,health
136,قهوه بعدش تقریبا خیلی با براش تومن امروز 400 رفتم راستش گرفتم داشت و رفتم حدود وقتی کنم خیلی دادم,food
137,تومن حدود بعدش داشت و امروز کم رفتم گرفتم کیک وقتی کم وقتی بعدش دادم 200 بعد شد تقریبا براش,food
138,بعدش گرفتم راستش رفتم سفر شد تومن حدود و تقریبا گرفتم تقریبا تقریبا دادم امروز 400 براش حدود کردم حدود,transport
139,امروز حدود سینما راستش رفتم اونجا 350 کم گرفتم هم یه دادم خریدم براش و شد کنم خریدم داشتیم تومن,entertainment
140,راستش تومن امروز با دیروز اونجا و براش داشتیم گرفتم که داشتیم کردم خریدم رفتم دادم وسایل حدود 1500 تقریبا,shopping
141,120 امروز اونجا تومن که رفتم بعدش کنم اونجا دادم گرفتم کم کردم خریدم قبض براش و حدود اونجا که,housing
142,و تقریبا بعد یه گرفتم قهوه دادم کردم هم امروز بعدش براش تقریبا حدود تومن اونجا 500 تقریبا هم رفتم,food
143,فکر دادم داشتیم با گرفتم امروز رفتم با برای براش یه تقریبا تومن رفتم و حدود کیک تقریبا 250 اونجا,food
144,که خیلی براش رفتم امروز و حدود برای کم گرفتم کافه خرج امروز رفتم دادم خریدم تومن کردم امروز 1500,entertainment
145,داشتیم داشت رفتم براش شد بعدش دادم آب با گرفتم امروز و هم گرفتم گرفتم شد حدود داشتیم 500 تومن,housing
146,امروز حدود تومن رفتم و که شد رفتم گرفتم اونجا خیلی بلیط داشتیم براش 200 راستش کردم راستش دادم راستش,entertainment
147,امروز داشت رفتم 700 کنم بعدش براش تومن امروز شد حدود با کردم دادم و راستش وقتی گرفتم فکر قرص,health
148,برای تقریبا و خرج تفریح کردم گرفتم حدود تومن گرفتم گرفتم رفتم حدود امروز فکر براش تقریبا 700 دادم شد,entertainment
149,یه تعمیر 250 و گرفتم امروز خریدم خیلی بعدش براش با حدود رفتم دادم وقتی حدود شد تومن خریدم بعد,housing
150,حدود امروز تقریبا رفتم گرفتم تقریبا تاکسی تومن برای دادم برای با اونجا رفتم که برای و 350 براش با,transport
151,داشتیم گرفتم داشت حدود دادم رفت امروز 500 و راستش شد دادم شد رفتم گرفتم کنم براش راستش فکر تومن,transport
152,دیروز حدود یه تومن گرفتم تقریبا ناهار گرفتم تقریبا و دادم حدود که خرج رفتم امروز کنم 350 براش کردم,food
153,تقریبا تومن امروز حدود شد اونجا خیلی دیروز دادم شام دیروز براش 350 و گرفتم بعدش رفتم کم دادم تقریبا,food
154,و اونجا گرفتم وقتی تقریبا گرفتم رفت رفتم حدود 2000 که دادم امروز براش تومن داشت خرج برای حدود حدود,transport
155,دیروز گرفتم شد اونجا کم تومن نسخه و براش که امروز حدود یه رفتم حدود 2000 داشتیم دادم تقریبا کنم,health
156,داشت رفتم رفتم دادم برای شد بعدش کردم امروز برق گرفتم حدود تومن 700 و حدود کم براش کم وقتی,housing
157,اونجا دادم تومن حدود رفتم امروز رفتم و رفتم بعد 500 یه گرفتم تقریبا اجاره برای تقریبا راستش فکر براش,housing
158,گرفتم خریدم تقریبا دادم تومن دیروز 70 امروز خیلی حدود رفتم کباب براش که برای وقتی با کردم و رفتم,food
159,تومن رفتم امروز بعدش بیمارستان و بعد گرفتم با دادم حدود داشتیم گرفتم 400 گرفتم تقریبا خیلی خرج براش رفتم,health
160,کردم گرفتم خیلی تومن براش رفتم 900 گرفتم دادم بعدش امروز شد پیتزا اونجا راستش حدود و راستش کنم گرفتم,food
161,با کم و دارو تومن رفتم کم که 1200 براش حدود رفتم رفتم بعدش خرج امروز دادم شد گرفتم امروز,health
162,رفتم بعدش شد کنم و خیلی تومن گرفتم تقریبا 1200 خیلی براش خیلی امروز بعد بعد حدود حدود دادم سینما,entertainment
163,داشت داشت تقریبا 250 حدود تومن براش یه و خیلی رفتم دادم اجاره رفتم بعدش گرفتم که امروز کنم وقتی,housing
164,اونجا شام حدود کنم امروز و حدود هم تومن گرفتم راستش امروز خریدم داشت براش داشت رفتم دادم 700 کردم,food
165,700 امروز با تقریبا دادم گرفتم تقریبا هم کنم یه فلافل تومن و حدود حدود رفتم دیروز براش حدود داشت,food
166,حدود و خیلی داشتیم گرفتم امروز آزمایش دادم شد دادم بعدش بعدش تقریبا کم 1500 گرفتم رفتم تومن براش گرفتم,health
167,بعد خیلی تومن و برای 500 حدود رفتم هم اونجا امروز یه خرج گرفتم فکر با دادم امروز ساختمان براش,housing
168,براش امروز گرفتم که یه 1200 تقریبا داشتیم کباب راستش رفتم برای و حدود اونجا رفتم تومن شد داشت دادم,food
169,رفتم بعدش هم 1200 برای گرفتم تومن اونجا حدود دادم گرفتم امروز گرفتم دادم کافه امروز براش شد گرفتم و,entertainment
170,رفتم تومن تقریبا امروز راستش گرفتم یه دادم خیلی تقریبا خیلی 1500 ساندویچ براش هم امروز بعد دادم حدود و,food
171,بعدش رفتم تومن حدود گرفتم کنسرت خیلی کنم گرفتم دادم 1500 امروز دیروز دادم براش رفتم که اونجا امروز و,entertainment
172,حدود بعد رفتم دادم تومن اتوبوس برای که 120 راستش کنم تقریبا بعدش گرفتم امروز که و کنم خریدم براش,transport
173,رفتم فکر هم کم اونجا و دادم براش خرج برای بلیط وقتی داشت 900 تومن برای گرفتم تقریبا حدود امروز,entertainment
174,و براش که دیروز بعدش امروز ترمینال تقریبا خرج تقریبا تقریبا بعد 300 شد حدود بعد گرفتم تومن رفتم دادم,transport
175,پیتزا شد برای داشتیم امروز حدود دادم تقریبا تقریبا خیلی گرفتم 1200 تومن حدود رفتم دیروز برای و رفتم براش,food
176,بعد اونجا تومن یه حدود رفتم امروز دادم گرفتم سینما و گرفتم شد بعد خیلی کم دادم 350 بعدش براش,entertainment
177,براش تومن کردم حدود تقریبا گرفتم امروز بعد 700 دیروز وقتی دیروز داشتیم و داشتیم رفتم سفر دادم کردم امروز,transport
178,رفتم امروز کم تقریبا فکر امروز با دادم امروز و حدود گرفتم 70 داشت قهوه براش تومن امروز فکر تقریبا,food
179,گرفتم حدود رفتم براش خیلی با و راستش امروز حدود دادم تومن امروز درمان شد خریدم امروز امروز 500 دادم,health
180,دادم برگشت براش امروز وقتی خریدم اونجا تومن گرفتم داشت داشتیم راستش 400 داشتیم گرفتم خریدم رفتم حدود و راستش,transport
181,خرج حدود حدود مرغ تومن براش دادم با 70 حدود تقریبا گرفتم رفتم که امروز خیلی تقریبا و رفتم دادم,food
182,گرفتم دادم تومن خیلی رفتم راستش حدود کولر خریدم وقتی تقریبا دادم امروز داشتیم براش کم حدود داشت و 500,housing
183,فیلم 700 اونجا خیلی براش وقتی با با تقریبا و تومن خرج رفتم تقریبا تقریبا هم امروز گرفتم دادم حدود,entertainment
184,دادم داشت گرفتم و 70 بعد تومن بعدش براش کردم شد فکر دادم حدود تقریبا بعد امروز تفریح برای رفتم,entertainment
185,راستش و براش تومن رفتم 2000 رفتم که داشت حدود گرفتم وقتی داشتیم امروز دادم سوپرمارکت بعد خریدم رفتم خیلی,shopping
186,کنم فکر کم دیروز قبض 500 امروز وقتی و امروز رفتم تومن وقتی براش تقریبا گرفتم دادم حدود خرج رفتم,housing
187,تقریبا گرفتم امروز حدود و 200 تومن رفتم وقتی دیروز حدود که دادم بیمارستان بعدش حدود گرفتم براش با که,health
188,بازی بعدش تومن شد براش دادم حدود که کنم امروز شد 300 دادم رفتم شد وقتی وقتی گرفتم و گرفتم,entertainment
189,خرج و حدود گرفتم تومن دیروز براش هم دادم وقتی امروز که 150 رفتم بعدش داشتیم داشتیم کنم رفتم اسنپ,transport
190,امروز تومن حدود 1200 وقتی کنم امروز که برای بعدش داشت رفتم دکتر و داشت دادم براش تقریبا بعدش گرفتم,health
191,حدود راستش داشتیم دادم با تومن گرفتم 700 دادم خریدم آزمایش رفتم با و وقتی گرفتم امروز امروز رفتم براش,health
192,حدود یه براش دادم رفتم رفتم دادم فکر گرفتم ساختمان بعد بعدش تومن بعدش امروز دیروز برای و 500 خیلی,housing
193,دادم کنم امروز کنم دادم 300 داشتیم خریدم براش تومن شد آزمایش و حدود دادم رفتم کنم گرفتم با گرفتم,health
194,رفتم داشتیم کنم براش گرفتم رفتم 1500 حدود و تومن دادم دادم رفتم حدود امروز حدود داشت حدود دادم نسخه,health
195,براش یه دیروز وقتی ساندویچ دادم دیروز راستش و کردم که گرفتم تقریبا حدود تومن 250 گرفتم رفتم بعدش امروز,food
196,گرفتم وقتی دیروز خیلی 50 پیتزا تقریبا تومن رفتم رفتم امروز حدود فکر رفتم کم کم براش و دادم گرفتم,food
197,که تومن و امروز کیف خریدم براش کم حدود حدود 50 بعد حدود گرفتم رفتم خیلی خیلی تقریبا دادم بعدش,shopping
198,که امروز که براش دادم گرفتم کفش با و گرفتم هم حدود داشت تومن 1500 برای رفتم کردم داشت هم,shopping
199,گرفتم تومن رفتم امروز امروز گرفتم اونجا نسخه دادم تقریبا تقریبا بعد براش کم گرفتم 500 خریدم کم حدود و,health
200,تقریبا خیلی دیروز براش و گرفتم دادم هم امروز هم 400 فکر خریدم تومن خیلی رفتم کردم حدود شارژ راستش,housing
201,رفتم فکر گرفتم که امروز تومن رفتم فکر کم بعدش دادم دادم گرفتم 1200 بعدش و براش حدود میوه خیلی,shopping
202,فکر رفتم بعدش هم 1500 حدود حدود رفتم و دادم یه راستش تقریبا اسنپ براش تومن کنم گرفتم اونجا امروز,transport
